,Body,Label
1723,"A:link {TEX-DECORATION: none}A:active {TEXT-DECORATION: none}A:visited {TEXT-DECORATION: none}A:hover {COLOR: #0033ff; TEXT-DECORATION: underline}
OTCÂ Newsletter
Discover Tomorrow's WinnersÂ For Immediate ReleaseCal-Bay (Stock Symbol: CBYI)
Watch for analyst ""Strong Buy Recommendations"" and several advisory newsletters picking CBYI.  CBYI has filed to be traded on the OTCBB, share prices historically INCREASE when companies get listed on this larger trading exchange. CBYI is trading around 25 cents and should skyrocket to $2.66 - $3.25 a share in the near future.
Put CBYI on your watch list, acquire a position TODAY.REASONS TO INVEST IN CBYIA profitable company and is on track to beat ALL earnings estimates!One of the FASTEST growing distributors in environmental & safety equipment instruments.Excellent management team, several EXCLUSIVE contracts.  IMPRESSIVE client list including the U.S. Air Force, Anheuser-Busch, Chevron Refining and Mitsubishi Heavy Industries, GE-Energy & Environmental Research.RAPIDLY GROWING INDUSTRY
Industry revenues exceed $900 million, estimates indicate that there could be as much as $25 billion from ""smell technology"" by the end of 2003.!!!!!CONGRATULATIONS!!!!!Our last recommendation to buy ORBT at $1.29 rallied and is holding steady at $3.50! Congratulations to all our subscribers that took advantage of this recommendation.ALL removes HONORED. Please allow 7 days to be removed and send ALL addresses to:GoneForGood@btamail.net.cn
Â Certain statements contained in this news release may be forward-looking statements within the meaning of The Private Securities Litigation Reform Act of 1995. These statements may be identified by such terms as ""expect"", ""believe"", ""may"", ""will"", and ""intend"" or similar terms. We are NOT a registered investment advisor or a broker dealer. This is NOT an offer to buy or sell securities. No recommendation that the securities of the companies profiled should be purchased, sold or held by individuals or entities that learn of the profiled companies. We were paid $27,000 in cash by a third party to publish this report. Investing in companies profiled is high-risk and use of this information is for reading purposes only. If anyone decides to act as an investor, then it will be that investor's sole risk. Investors are advised NOT to invest without the proper advisement from an attorney or a registered financial broker. Do not rely solely on the information presented, do additional independent research to form your own opinion and decision regarding investing in the profiled companies. Be advised that the purchase of such high-risk securities may result in the loss of your entire investment.  Not intended for recipients or residents of CA,CO,CT,DE,ID, IL,IA,LA,MO,NV,NC,OK,OH,PA,RI,TN,VA,WA,WV,WI. Void where prohibited.  The owners of this publication may already own free trading shares in CBYI and may immediately sell all or a portion of these shares into the open market at or about the time this report is published.  Factual statements are made as of the date stated and are subject to change without notice.
Copyright c 2001
â‰¡OTC
â‰¡****
",1
4207,"URL: http://diveintomark.org/archives/2002/10/06.html#business_card_design
Date: 2002-10-06T23:28:00-05:00_Michael Barrish_: Poem[1]. â€œHere are the 15 most popular Oblivio search 
strings since October 1. I consider it a poem.â€[1] http://oblivio.com/road/02100601.shtml
",0
1772,empty,1
3479,"On Tue, 10 Sep 2002, Rose, Bobby wrote:> Use the sample-spam.txt from Spamassassin and do a ""razor-check -d <
> sample-spam.txt""Interesting.  I just upgraded to razor-agents 2.14 yesterday, ran
razor-admin -register.  I to am seeing that I'm not getting any positives
from razor.  Including the sample-spam.txt's from spamassassin 2.41, 2.31,
and 2.20.Any suggestions?  thanks.-d output belowmaxwell:/var/qmail/alias/gb-users%# razor-check -d <
/usr/local/src/Mail-SpamAssassin-2.20/sample-spam.txt
 Razor-Log: Computed razorhome from env: /root/.razor
 Razor-Log: Found razorhome: /root/.razor
 Razor-Log: No /root/.razor/razor-agent.conf found, skipping.
 Razor-Log: No razor-agent.conf found, using defaults. 
Sep 12 12:04:13.785852 check[52238]: [ 1] [bootup] Logging initiated
LogDebugLevel=9 to stdout
Sep 12 12:04:13.787113 check[52238]: [ 5] computed razorhome=/root/.razor,
conf=, ident=/root/.razor/identity-ruqVa5jbuS
Sep 12 12:04:13.787442 check[52238]: [ 2]  Razor-Agents v2.14 starting
razor-check -d
Sep 12 12:04:13.789903 check[52238]: [ 9] uname -a: FreeBSD
maxwell.gta.com 4.5-RELEASE-p3 FreeBSD 4.5-RELEASE-p3 #0: Wed May 22
14:52:29 EDT 2002     root@maxwell.gta.com:/usr/src/sys/compile/maxwell
i386
Sep 12 12:04:13.790480 check[52238]: [ 8] reading straight RFC822 mail
from 
Sep 12 12:04:13.791397 check[52238]: [ 6] read 1 mail
Sep 12 12:04:13.791917 check[52238]: [ 8] Client supported_engines: 1 2 3
4
Sep 12 12:04:13.792948 check[52238]: [ 8]  prep_mail done: mail 1
headers=1432, mime0=3139
Sep 12 12:04:13.793639 check[52238]: [ 6] skipping whitelist file
(empty?): /root/.razor/razor-whitelist
Sep 12 12:04:13.794295 check[52238]: [ 5] read_file: 1 items read from
/root/.razor/servers.discovery.lst
Sep 12 12:04:13.794871 check[52238]: [ 5] read_file: 1 items read from
/root/.razor/servers.nomination.lst
Sep 12 12:04:13.795382 check[52238]: [ 5] read_file: 3 items read from
/root/.razor/servers.catalogue.lst
Sep 12 12:04:13.796047 check[52238]: [ 9] Assigning defaults to
honor.cloudmark.com
Sep 12 12:04:13.796456 check[52238]: [ 9] Assigning defaults to
apt.cloudmark.com
Sep 12 12:04:13.796829 check[52238]: [ 9] Assigning defaults to
fire.cloudmark.com
Sep 12 12:04:13.797180 check[52238]: [ 9] Assigning defaults to
truth.cloudmark.com
Sep 12 12:04:13.798322 check[52238]: [ 5] read_file: 11 items read from
/root/.razor/server.apt.cloudmark.com.conf
Sep 12 12:04:13.799188 check[52238]: [ 5] read_file: 11 items read from
/root/.razor/server.honor.cloudmark.com.conf
Sep 12 12:04:13.799866 check[52238]: [ 5] 96778 seconds before closest
server discovery
Sep 12 12:04:13.800342 check[52238]: [ 6] apt.cloudmark.com is a Catalogue
Server srl 51; computed min_cf=1, Server se: 0A
Sep 12 12:04:13.800818 check[52238]: [ 8] Computed supported_engines: 2 4
Sep 12 12:04:13.801167 check[52238]: [ 8] Using next closest server
apt.cloudmark.com:2703, cached info srl 51
Sep 12 12:04:13.801513 check[52238]: [ 8] mail 1 Subject: Home Based
Business for Grownups
Sep 12 12:04:13.805467 check[52238]: [ 6] preproc: mail 1.0 went from 3139
bytes to 3100 
Sep 12 12:04:13.805878 check[52238]: [ 6] computing sigs for mail 1.0, len
3100
Sep 12 12:04:13.809475 check[52238]: [ 5] Connecting to apt.cloudmark.com
...
Sep 12 12:04:18.587441 check[52238]: [ 8] Connection established
Sep 12 12:04:18.587929 check[52238]: [ 4] apt.cloudmark.com >> 29 server
greeting: sn=C&srl=51&ep4=7542-10&a=l
Sep 12 12:04:18.588562 check[52238]: [ 6] apt.cloudmark.com is a Catalogue
Server srl 51; computed min_cf=1, Server se: 0A
Sep 12 12:04:18.589041 check[52238]: [ 8] Computed supported_engines: 2 4
Sep 12 12:04:18.589432 check[52238]: [ 8] mail 1.0 e2
sig: PGFfFte87P3Ve-CPTdu3NWgiBikA
Sep 12 12:04:18.589751 check[52238]: [ 8] mail 1.0 e4
sig: k6oGZsa1AvVolyvalWx2AACdWb8A
Sep 12 12:04:18.590103 check[52238]: [ 8] preparing 2 queries
Sep 12 12:04:18.590638 check[52238]: [ 8] sending 1 batches
Sep 12 12:04:18.591087 check[52238]: [ 4] apt.cloudmark.com << 96
Sep 12 12:04:18.591324 check[52238]: [ 6]
-a=c&e=2&s=PGFfFte87P3Ve-CPTdu3NWgiBikA
a=c&e=4&ep4=7542-10&s=k6oGZsa1AvVolyvalWx2AACdWb8A
.
Sep 12 12:04:19.270870 check[52238]: [ 4] apt.cloudmark.com >> 14
Sep 12 12:04:19.271227 check[52238]: [ 6] response to sent.1
-p=0
p=0
.
Sep 12 12:04:19.272130 check[52238]: [ 6] mail 1.0 e=2
sig=PGFfFte87P3Ve-CPTdu3NWgiBikA: sig not found.
Sep 12 12:04:19.272449 check[52238]: [ 6] mail 1.0 e=4
sig=k6oGZsa1AvVolyvalWx2AACdWb8A: sig not found.
Sep 12 12:04:19.272760 check[52238]: [ 7] method 5: mail
1.0: no-contention part, spam=0
Sep 12 12:04:19.273012 check[52238]: [ 7] method 5: mail 1: a
non-contention part not spam, mail not spam
Sep 12 12:04:19.273257 check[52238]: [ 3] mail 1 is not known spam.
Sep 12 12:04:19.273578 check[52238]: [ 5] disconnecting from server
apt.cloudmark.com
Sep 12 12:04:19.273982 check[52238]: [ 4] apt.cloudmark.com << 5
Sep 12 12:04:19.274203 check[52238]: [ 6] a=q
Sep 12 12:04:19.274585 check[52238]: [ 8] razor-check finished
successfully.---
david raistrick
drais@atlasta.net		http://www.expita.com/nomime.html
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",0
192,"Greetings! You are receiving this letter because you have expressed an interest in receiving information about online business opportunities. If this is erroneous then please accept my most sincere apology. This is a one-time mailing, so no removal is necessary. If you've been burned, betrayed, and back-stabbed by multi-level marketing, MLM, then please read this letter. It could be the most important one that has ever landed in your Inbox. MULTI-LEVEL MARKETING IS A HUGE MISTAKE FOR MOST PEOPLE MLM has failed to deliver on its promises for the past 50 years. The pursuit of the ""MLM Dream"" has cost hundreds of thousands of people their friends, their fortunes and their sacred honor. 
The fact is that MLM is fatally flawed, meaning that it CANNOT work for most people. 
The companies and the few who earn the big money in MLM are NOT going to tell you the real story. FINALLY, there is someone who has the courage to cut through the hype and lies and tell the TRUTH about MLM. HERE'S GOOD NEWS There IS an alternative to MLM that WORKS, and works BIG! If you haven't yet abandoned your dreams, then you need to see this. Earning the kind of income you've dreamed about is easier than you think! With your permission, I'd like to send you a brief letter that will tell you WHY MLM doesn't work for most people and will then introduce you to something so new and refreshing that you'll wonder why you haven't heard of this before. I promise that there will be NO unwanted follow up, NO sales pitch, no one will call you, and your email address will only be used to send you the information. Period. To receive this free, life-changing information, simply click Reply, type ""Send Info"" in the Subject box and hit Send. I'll get the information to you within 24 hours. Just look for the words MLM WALL OF SHAME in your Inbox. Cordially, Mark R Sherman P.S. Someone recently sent the letter to me and it has been the most eye-opening, financially beneficial information I have ever received. I honestly believe that you will feel the same way once you've read it. And it's FREE! 
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",1
2344,"On Thu, 5 Sep 2002 bitbitch@magnesium.net wrote:> Yet another case where 'marriage' is actually an inappropriate word
> for these guys.  What they want is 'housekeeper' 'dog' and
> 'prostitute'.So, you're saying that product bundling works? Good point.And how is this any different from ""normal"" marriage exactly? Other then
that the woman not only gets a man, but one in a country where both she and
her offspring will have actual opportunities? Oh and the lack of
""de-feminized, over-sized, self-centered, mercenary-minded"" choices?
- Adam L. ""Duncan"" Beberg
  http://www.mithral.com/~beberg/
  beberg@mithral.com",0
193,empty,1
4380,"Now then I recently read a novel about exactly that sorta thing
happening. Can't remember what is was called tho..maybe something like
51st State?-----Original Message-----
From: Andrew Dennis [mailto:andrew@fidai.clara.net] 
Sent: 03 December 2002 08:36
To: zzzzteana@yahoogroups.com
Subject: [zzzzteana] Re: FWD (ExT) USA more popular than ever in Britain
--- In forteana@y..., ""uncle_slacky""  wrote:
> --- In forteana@y..., Andy  wrote:
> > then the result would be a resounding 3.
> 
> It wouldn't be such a bad idea, because (at least in terms of
trade) 
> we have all the disadvantages of a client state combined with all
the 
> disadvantages of being a foreign country.
> 
> Rob
> 
> airstrip one, anyone?Not a bad idea at all, provided we avoid Texas's mistake.  If we get 
two senators for each of Scotland, Norn Iron, Wales and England, plus 
our fair share of congressthings, we end up with the biggest voting 
block in the US legislature and for the presidency, with a political 
spectrum whose extreme right can't poke the extreme left of the 
current US one with a long, long stick.  One sudden lurch to the left 
by the US political establishment later, we own the place.Byzantium, anyone?Andrew D.
To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to
http://docs.yahoo.com/info/terms/ To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
1484,"Fire Your Boss...
Say ""Goodbye"" to the 9-5!Tired of working to make someone else wealthy?
FREE tape teaches you how to make YOU wealthy!
Click here and 
send your name and mailing address for a free copy
Â To unsubscribe click 
here
 ndmcshjjevibsvurgdvmldytkkogshjm
",1
2232,"Adam L. Beberg wrote:
 > Forwarding me stuff from a list is hardly handing me a job.I was talking about the open reqs at Kana (the company I work for).
Oh, but programming in Java is beneath you.- Joe",0
4335,"hi i was just wondering if anyone experiening difficulty with eircom mail
sever.I was trying to send mail from mozilla mail but it keeps coming up
with this error:
sorry,that domain isnt in my list of allows rcpthosts(#5.7.1)
please check the message recipients and try again.What is this all about.
I am using mail2.eircom.net as my smtp and my pop, i can recieve mail but
i cannot send mail. is there any other open relay that i  can use.
nils
Also i was just browsing the web and came across this
http://www.microsoft.com/ireland/security/info2.htm
Its a seminar on
security and reliable
maybe ilug should go along and hold a seminar on the same day right
across the hall from this!
nils
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
3497,"I noticed a drop in checks, and did some tests.  If I move truth up in
my catalog list, a check comes back postive, but if I move fire up in
the list, then I don't get the positive check back.  It's almost like
it's not syncing up with Hubris which is the one my reports are getting
sent to.-=Bobby
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",0
2649,"On Monday, September 23, 2002, at 06:51 PM, Tom wrote:> Bascialy give china no choise but to shoot its own head off to stop the
> music.Or we could have the audacity to tell them to shape up or get cut out 
of the global marbles game. Unfortunately that model only seems to 
apply to despots with oil and WMDs, rather than despots with WMDs.-- whump
",0
59,"Market Internet Access No Investment Needed Premium Internet Access for only $14.95 per month or less! Earn $1 per Subscriber per monthGo To:http://new.isp.50megs.com/
1918BQhX5-227CpaM0598cJWr2-912YmJg32l34",1
2456,"On 11 Sep 2002, Gary Lawrence Murphy wrote:> So then why does my webhost _still_ only give me 200MB?Because ~10 krpm server SCSII doesn't follow the curve. Most rackspace is
ridiculously expensive/unit, so people don't use low end EIDE hardware 
there.
",0
3366,"On Fri, 13 Sep 2002 the voices made carlo@alinoe.com write:> What do spammers do with email addresses in
> their database that are undeliverable for a
> few years?  Do they still continue to spam
> them? Yes.
	/Tony
-- 
# Per scientiam ad libertatem! // Through knowledge towards freedom! #
# Genom kunskap mot frihet! =*= (c) 1999-2002 tony@svanstrom.com =*= #     perl -e'print$_{$_} for sort%_=`lynx -dump svanstrom.com/t`'-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
",0
4412,"Dublin said:
> If you copy the files from your disk to the c: partition and mark it as
> active it should work ...Yeah, I figured that, but it doesn't seem to ... well, if that's the case
I'll give it another go tonight, maybe come back with some error messages.Just to clarify for those who didn't understand me initially - I have a
floppy drive installed, but it doesn't physically work. There's nowhere
handy to pick one up where I am, and I don't fancy waiting a few days for
one to arrive from Peats.Thanks for the answers,
Ciaran.
>
> You especially need io.sys, command.com and msdos.sys
>
> your cd driver .sys and read the autoexec.bat and config.sys files for
> hints on what you did with your boot floppy 
>
> P
>
> On Wed, 2002-08-21 at 14:07, Ciaran Johnston wrote:
>> Hi folks,
>> The situation is this: at home, I have a PC with 2 10Gig HDDs, and no
>> (working) floppy drive. I have been running Linux solely for the last
>> year, but recently got the urge to, among other things, play some of
>> my Windoze games. I normally install the windows partition using a
>> boot floppy which I have conveniently zipped up, but I haven't any way
>> of writing or reading a floppy.
>> So, how do I go about:
>> 1. formatting a C: drive with system files (normally I would use
>> format /s c: from the floppy).
>> 2. Installing the CDROM drivers (my bootdisk (I wrote it many years
>> ago) does this normally).
>> 3. Booting from the partition?
>>
>> I wiped all my linux partitions from the first drive and created
>> partitions for Windows (HDA1) Slackware and RedHat. I used cfdisk for
>> this. I made the first drive (hda) bootable. I then installed the
>> windows partition in LILO and reran lilo (installed in MBR). I copied
>> the contents of boot.zip to my new windows partition and tried to boot
>> it - all I get is a garbled line of squiggles.
>>
>> Anyone any ideas? I can't think of anywhere in Athlone to get a new
>> floppy drive this evening...
>>
>> Thanks,
>> Ciaran.
>>
>>
>>
>> --
>> Irish Linux Users' Group: ilug@linux.ie
>> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
>> information. List maintainer: listmaster@linux.ie
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
5327,"> Yes, and the working class deserves what it gets, ...Careful now, you're talking about
most (80%) of the country.(although perhaps it is true that in
a democracy, the people wind up with
the government which they deserve)> ... I grew up in as abject a poverty as you can find in the US ...... and there is a large excluded middle
between those ""in poverty"" and those who
are more affluent than ""working class"".I don't know what poverty officially is,
but from a CA perspective, $15k income is
not going to go far.  At current interest
rates, one would probably want somewhere
around $500k* wealth to throw that amount,
which pretty much limits the non-working
class to a small, single-digit percentage
of households.  (how much overlap do we
have with the retirement cohort here?)The 2000 numbers pretty much confirm it:shows that the top 5% of incomes are mostly
two+-earner households, and the zero-earner 
households are rare above median incomes.
We are the workers' paradise.The census figured $18k as the cutoff for
lowest 5th, so with that as a poverty line,
the percentages break down as follows:work\pov.  yes  no
yes        9    72
no        11     8-Dave:::::::::::* perhaps that's not even enough:
""[Irvine] ""Everyone has to take a job sometime"" / NH3""
(1998 wealth data was supposedly released
in 2001, but I haven't seen it yet on the
census site.  Anyone have a pointer?):::::::::::> Do you punish the whole industry due to a few bad apples?>>From what little I have heard, the
legislation simply says that lying
in one's public figures is not just
a matter of cheating the accounts,
but really involves stealing time
and money from one's employees and
investors.  How does not tolerating
the bad apples equate to punishing
the good ones?
http://xent.com/mailman/listinfo/fork
",0
2896,"Hmm - I'm cc'ing the exmh-workers list, because I really don't know
much about the various PGP interfaces.  I think there has been some
talk about ""issues"" with the latest version of gpg.>>>Hacksaw said:
 > version 2.5 08/15/2002
 > Linux habitrail.home.fools-errant.com 2.4.7-10smp #1 SMP Thu Sep 6 
17:09:31
 > EDT 2001 i686 unknown
 > Tk 8.3 Tcl 8.3
 > 
 > It's not clear to me this is a bug with exmh per se, but it's something 
that
      
 > manifests through exmh, so I figured asking you might help me track it 
down.
 > 
 > When I receive a gpg encrypted message, and it asks me for a passphrase, 
it
 > first tries to ask me via the tty under which exmh is running. It tells 
me m
     y 
 > passphrase is incorrect every time, at which point exmh offers me the 
line i
     n 
 > the message about decrypting. I click the line and it offers me the 
dialog
 > box, and tells me the passphrase is correct, and shows me the decrypted 
 > message.
 > 
 > Any ideas on that?
 > -- 
 > Honour necessity.
 > http://www.hacksaw.org -- http://www.privatecircus.com -- KB1FVD--
Brent Welch
Software Architect, Panasas Inc
Pioneering the World's Most Scalable and Agile Storage Network
www.panasas.com
welch@panasas.com
_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers
",0
696,"Flat-Rate Unlimited Domestic Calling?How does it work?>From the registered phone line, you can call to any phone in the contiguous 48 States. You speed dial an access #, then you simply dial the number you wish to reach. That's it, how easy can it get?* What are the limits?The service is only for Voice communication, FAX or data transmissions are not supported. This is for normal residential or small business use. The only thing we ask is that you register your line correctly. If you register as a residence and it is determined that the service has been used as a business we cannot continue to offer you the service.What's the price?The price of the service is determined by the available access number. With a local access number the residential service is $43.00. If we only offer toll free (800) access in your area then residential service is $63.00. No hidden fees, just one low monthly rate billed to your credit card or drafted from your bank account.What calling charges are covered?This service will eliminate any per minute charges for: In-state and State-to-state long distance It's all included...One Low Monthly Flat Rate for Unlimited Calling and 0 cents per minute!!To purchase this product, click on:http://www.internationalfreecall.comTo take a 60 minute trial of this product, send your phone number to:8228519@archwireless.netTo remove yourself from this mailing list, click on:http://www.internationalfreecall.com/cgi-bin/aefs/subscribe.cgi?user=info&listid=1.list&id=1676
",1
941,"URGENT NOTICEPENDING MERGER TO INCREASE REVENUE 236%NOW IS THE TIME TO INVEST IN GWIHGWIH is rapidly expanding through acquisitions. In the 1st Quarter TWO mergers are in proces with a schedule to buy FOUR more profitable companies by the year end.GWIH plans to file for NASDAQ. Stock prices historically increase when listed on NASDAQ.
On May 30th, a year long Investor Relation and Public Awareness campaign will be launched to build shareholder equity. SEVERAL well-known stock pick newsletters, TV, radio and newsgroups will provide coverage on GWIH and it's acquisitions.All-Star Management Team with Advanced Degrees, Specialized Training, Proven Track Records and over 90 years Combined Experience. They are true Deal Makers, Executors and Closers.Put GWIH on your watch list,Â AQUIRE A POSTION IN GWIH TODAY !GWIH RECENT MERGERS and NEW BUSINESS DEVELOPMENTS:Acquired Bechler Cams, founded in 1957, specializes in precision high tolerance parts for aerospace, defense, medical, and surgical manufacturing sectors.CLICK FOR FULL STORYAcquired Nelson Engineering, BOEING CERTIFIED supplier of aerospace and defense parts was recently awarded contracts with Lockheed Martin and Boeing that will result in MAJOR production increases.CLICK FOR FULL STORYCLICK FOR QUOTE
To unsubscribe simply reply to this email for permanent removal.
Information within this advertisement contains ""forward looking"" statements within the meaning of Section 27(a) of the U.S. Securities Act of 1933 and Section 21(e) of the U.S. Securities Exchange Act of 1934. Any statements that express or involve discussions with respect to predictions, expectations, beliefs, plans, projections, objectives, goals, assumptions or future events or performance are not statements of historical facts and may be forward looking statements. Forward looking statements are based on expectations, estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated. Forward looking statements may be identified through the use of words such as expects, will, anticipates, estimates, believes, or by statements indicating certain actions may, could or might occur. Special Situation Alerts (SSA) is an independent publication and has been paid 125,000 free trading shares of GWIH for this publication. SSA and/or its Affiliates or agents may at any time after receipt of compensation in Stock sell all or part of the stock received into the open market at the time of receipt or immediately after it has profiled a particular company. SSA is not a registered investment advisor or a broker dealer. Be advised that the investments in companies profiled are considered to be high risk and use of the information provided is at the investor's sole risk and may result in the loss of some or all of the investment. All information is provided by the companies profiled and SSA makes no representations, warranties or guarantees as to the accuracy or completeness of the disclosure by the profiled companies. Investors should NOT rely on the information presented. Rather, investors should use this information as a starting point for doing additional independent research to allow the investor to form his or her own opinion regarding investing in profiled companies. Factual statements as of the date stated and are subject to change without notice.*******
",1
5755,"Macromedia Shockwave Flash Malformed Header OverflowRelease Date: August 8, 2002Severity:
High (Remote Code Execution)Systems Affected:
Macromedia Shockwave Flash - All Versions;
Unix and Windows; Netscape and Internet ExplorerDescription:
While working on some pre-release eEye Retina CHAM tools, an exploitable
condition was discovered within the Shockwave Flash file format called SWF
(pronounced ""SWIF"").Since this is a browser based bug, it makes it trivial to bypass firewalls
and attack the user at his desktop. Also, application browser bugs allow you
to target users based on the websites they visit, the newsgroups they read,
or the mailing lists they frequent. It is a ""one button"" push attack, and
using anonymous remailers or proxies for these attacks is possible.This vulnerability has been proven to work with all versions of Macromedia
Flash on Windows and Unix, through IE and Netscape. It may be run wherever
Shockwave files may be displayed or attached, including: websites, email,
news postings, forums, Instant Messengers, and within applications utilizing
web-browsing functionality.Technical Description:
The data header is roughly made out to:[Flash signature][version (1)][File Length(A number of bytes too
short)][frame size (malformed)][Frame Rate (malformed)][Frame Count
(malformed)][Data]By creating a malformed header we can supply more frame data than the
decoder is expecting. By supplying enough data we can overwrite a function
pointer address and redirect the flow of control to a specified location as
soon as this address is used. At the moment the overwritten address takes
control flow, an address pointing to a portion of our data is 8 bytes back
from the stack pointer. By using a relative jump we redirect flow into a
""call dword ptr [esp+N]"", where N is the number of bytes from the stack
pointer. These ""jump points"" can be located in multiple loaded dll's. By
creating a simple tool using the debugging API and ReadMemory, you can
examine a process's virtual address space for useful data to help you with
your exploitation.This is not to say other potentially vulnerable situations have not been
found in Macromedia's Flash. We discovered about seventeen others before we
ended our testing. We are working with Macromedia on these issues.Protection:
Retina(R) Network Security Scanner already scans for this latest version of
Flash on users' systems. Ensure all users within your control upgrade their
systems.Vendor Status:
Macromedia has released a patch for this vulnerability, available at:
http://www.macromedia.com/v1/handlers/index.cfm?ID=23293&Method=Full&Title=M
PSB02%2D09%20%2D%20Macromedia%20Flash%20Malformed%20Header%20Vulnerability%2
0Issue&Cache=FalseDiscovery: Drew Copley
Exploitation: Riley HassellGreetings: Hacktivismo!, Centra SpikeCopyright (c) 1998-2002 eEye Digital Security
Permission is hereby granted for the redistribution of this alert
electronically. It is not to be edited in any way without express consent of
eEye. If you wish to reprint the whole or any part of this alert in any
other medium excluding electronic medium, please e-mail alert@eEye.com for
permission.Disclaimer
The information within this paper may change without notice. Use of this
information constitutes acceptance for use in an AS IS condition. There are
NO warranties with regard to this information. In no event shall the author
be liable for any damages whatsoever arising out of or in connection with
the use or spread of this information. Any use of this information is at the
user's own risk.Feedback
Please send suggestions, updates, and comments to:eEye Digital Security
http://www.eEye.com
info@eEye.com
",0
4491,"As far as I can remember, the fact that the IPID is zero was introduced into
2.4 was to introduce correct behaviour, i.e. in the case where it is not
needed, it is set to zero.  This was discussed on bugtraq a while
ago....lemme see...
http://cert.uni-stuttgart.de/archive/bugtraq/2002/03/msg00372.html shows a
message from nmap's author on the subject.  The only thing having IPID==0
achieves is that you have one more criteria on which to base your OS
fingerprint which isn't really much of a problem to be honest.Stop worrying about it :)Cheers,
jr
----- Original Message -----
From: ""Paul O'Neil"" 
To: 
Sent: Monday, July 22, 2002 1:50 PM
Subject: [ILUG] nmap results
> I had posted previously about the 2.4 kernel using iptables I ran nmap
> against. The IPID sequence generation was all zeros. Someone said this was
> indicative of earlier kernels but was fixed about 2.4.5 version. Since I'm
> running the latest what is causing this? I ran nmap against a 2.2 kernel
> using chains and it had better results than the stock 2.4 kernel.
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
information.
> List maintainer: listmaster@linux.ie
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
5007,"On Thu, Aug 08, 2002 at 03:26:38PM -0700, Chip Paswater wrote:
> 
> Perhaps a feature can be added to razor-report, so that it checks whether a
> message is spam before it submits it.  If it is spam, then don't send the
> body, 4 signatures, etc, just up the ""rating"" for that individual spam.Yep, that how razor-agents currently work.cheers,
vipul.-- Vipul Ved Prakash          |   ""The future is here, it's just not 
Software Design Artist     |    widely distributed.""
http://vipul.net/          |              -- William Gibson-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",0
1472,empty,1
